id,lineage,sequence_length
"""MZ697756""","""P.1.17""",59558
"""OK123827""","""P.1.17""",59586
"""MZ729937""","""P.1.17""",59598
"""MZ747281""","""P.1.17""",59432
"""MZ331703""","""P.1.17""",59654
"""OL848725""","""P.1.17""",58890
"""MZ036805""","""P.1.17""",58908
"""MZ742125""","""P.1.17""",59306
"""OK552475""","""P.1.17""",59688
"""MZ101838""","""P.1.17""",59750
"""MZ357590""","""P.1.17""",59660
"""MZ698494""","""P.1.17""",59548
"""MZ154786""","""P.1.17""",59572
"""MZ357519""","""P.1.17""",59416
"""OK183441""","""P.1.17""",59416
"""MZ835860""","""P.1.17""",59418
"""MZ676156""","""P.1.17""",59416
"""MZ206650""","""P.1.17""",59504
"""MZ850488""","""P.1.17""",59578
"""MZ077940""","""P.1.17""",59752
"""MZ222563""","""P.1.17""",59554
"""MZ153009""","""P.1.17""",59604
"""OK294906""","""P.1.17""",59748
"""MZ388361""","""P.1.17""",59738
"""MZ171910""","""P.1.17""",59738
"""MZ255140""","""P.1.17""",59558
"""MZ579267""","""P.1.17""",59308
"""MZ684709""","""P.1.17""",59308
"""OM898061""","""P.1.17""",59432
"""MZ166526""","""P.1.17""",59524
"""MZ723391""","""P.1.17""",59650
"""OK126699""","""P.1.17""",59432
"""MZ433745""","""P.1.17""",59654
"""OK311433""","""P.1.17""",59704
"""MZ354764""","""P.1.17""",59588
"""MZ082435""","""P.1.17""",59432
"""MZ449660""","""P.1.17""",59490
"""MZ554869""","""P.1.17""",58962
"""MZ440942""","""P.1.17""",59550
"""MZ469403""","""P.1.17""",59494
"""OM109495""","""P.1.17""",59540
"""MZ231801""","""P.1.17""",59540
"""MZ384041""","""P.1.17""",59590
"""OK125972""","""P.1.17""",59540
"""MZ968253""","""P.1.17""",59742
"""MZ018195""","""P.1.17""",59590
"""OU174460""","""P.1.17""",59580
"""MZ783571""","""P.1.17""",58940
"""MZ702168""","""P.1.17""",59004
"""MZ685235""","""P.1.17""",59560
"""MZ702130""","""P.1.17""",59518
"""MZ723796""","""P.1.17""",59492
"""MZ702133""","""P.1.17""",59492
"""MZ574803""","""P.1.17""",59546
"""MZ433962""","""P.1.17""",59654
"""OM898271""","""P.1.17""",59564
"""MZ291204""","""P.1.17""",59564
"""MW913483""","""P.1.17""",59562
"""OU187580""","""P.1.17""",59492
"""MZ684863""","""P.1.17""",59528
"""MZ154749""","""P.1.17""",59584
"""MZ697805""","""P.1.17""",59492
"""MZ195476""","""P.1.17""",59492
"""OM147861""","""P.1.17""",59446
"""OK234083""","""P.1.17""",59554
"""MZ453646""","""P.1.17""",59094
"""MZ344260""","""P.1.17""",59684
"""MZ684568""","""P.1.17""",59684
"""MW990266""","""P.1.17""",59540
"""MZ513874""","""P.1.17""",59680
"""MZ252508""","""P.1.17""",59494
"""MZ401548""","""P.1.17""",59192
"""MZ809487""","""P.1.17""",59704
"""MZ385923""","""P.1.17""",59724
"""MZ592397""","""P.1.17""",59062
"""MZ729082""","""P.1.17""",59062
"""OK246292""","""P.1.17""",59062
"""MZ236361""","""P.1.17""",59062
"""MZ761217""","""P.1.17""",59062
"""MZ536349""","""P.1.17""",59062
"""MZ742431""","""P.1.17""",59062
"""OK109602""","""P.1.17""",59062
"""MZ385928""","""P.1.17""",59062
"""MZ127318""","""P.1.17""",59062
"""MZ344453""","""P.1.17""",59062
"""MZ235887""","""P.1.17""",59080
"""MZ705825""","""P.1.17""",59062
"""MZ536458""","""P.1.17""",59062
"""MZ132943""","""P.1.17""",59062
"""MZ565826""","""P.1.17""",59042
"""MZ152981""","""P.1.17""",59292
"""OK511145""","""P.1.17""",59274
"""MZ743003""","""P.1.17""",59692
"""MZ696356""","""P.1.17""",59494
"""MZ077223""","""P.1.17""",59292
"""OK023906""","""P.1.17""",59452
"""MZ236783""","""P.1.17""",59494
"""MZ451989""","""P.1.17""",59492
"""MZ433646""","""P.1.17""",59554
"""MZ492742""","""P.1.17""",59528
"""MZ849904""","""P.1.17""",59512
"""OM210963""","""P.1.17""",59388
"""OU279548""","""P.1.17""",59494
"""OK290512""","""P.1.17""",59620
"""MZ378624""","""P.1.17""",59700
"""MZ574905""","""P.1.17""",59448
"""MZ214493""","""P.1.17""",59670
"""MZ360740""","""P.1.17""",59670
"""MW932942""","""P.1.17""",59646
"""MZ099864""","""P.1.17""",59696
"""MZ702172""","""P.1.17""",59344
"""OK249432""","""P.1.17""",58860
"""MZ068417""","""P.1.17""",59510
"""MZ440948""","""P.1.17""",59262
"""MZ536343""","""P.1.17""",59368
"""MZ232026""","""P.1.17""",59554
"""MZ240082""","""P.1.17""",59554
"""MZ357545""","""P.1.17""",59554
"""MZ449584""","""P.1.17""",59554
"""MZ377351""","""P.1.17""",59554
"""MZ684554""","""P.1.17""",59700
"""MZ354451""","""P.1.17""",59692
"""OK192389""","""P.1.17""",59578
"""MZ995693""","""P.1.17""",59626
"""OK323289""","""P.1.17""",59612
"""MZ238289""","""P.1.17""",59596
"""MZ371166""","""P.1.17""",59530
"""MZ171583""","""P.1.17""",59578
"""OK057476""","""P.1.17""",59608
"""MW931067""","""P.1.17""",59584
"""MZ453427""","""P.1.17""",59578
"""MZ461196""","""P.1.17""",59608
"""OU323719""","""P.1.17""",59608
"""MZ384103""","""P.1.17""",59448
"""MZ281447""","""P.1.17""",59448
"""MZ477909""","""P.1.17""",59498
"""MZ717305""","""P.1.17""",59448
"""MZ865083""","""P.1.17""",59452
"""MZ164450""","""P.1.17""",59452
"""MZ287702""","""P.1.17""",59452
"""MZ723248""","""P.1.17""",59448
"""OK002442""","""P.1.17""",59326
"""MZ167966""","""P.1.17""",59548
"""MZ039108""","""P.1.17""",59448
"""MZ045594""","""P.1.17""",59448
"""MW876875""","""P.1.17""",59448
"""OK057475""","""P.1.17""",59448
"""OU428212""","""P.1.17""",59436
"""OK081008""","""P.1.17""",59448
"""MZ881185""","""P.1.17""",59448
"""OK512327""","""P.1.17""",59418
"""MZ232659""","""P.1.17""",59466
"""MZ469458""","""P.1.17""",58894
"""OM898660""","""P.1.17""",59448
"""MZ240060""","""P.1.17""",58692
"""MZ469369""","""P.1.17""",58894
"""MZ532128""","""P.1.17""",59418
"""MZ384031""","""P.1.17""",59448
"""MZ368472""","""P.1.17""",59452
"""MZ344370""","""P.1.17""",59448
"""MZ578942""","""P.1.17""",59448
"""MW965869""","""P.1.17""",59448
"""MZ281467""","""P.1.17""",59448
"""OK013568""","""P.1.17""",59494
"""MZ222610""","""P.1.17""",59500
"""MZ401568""","""P.1.17""",59326
"""OM151367""","""P.1.17""",59332
"""MZ386069""","""P.1.17""",59332
"""MZ068869""","""P.1.17""",59332
"""MZ412329""","""P.1.17""",59326
"""OM253881""","""P.1.17""",59326
"""MZ536445""","""P.1.17""",59326
"""MZ688324""","""P.1.17""",59372
"""MZ193037""","""P.1.17""",59326
"""OK232871""","""P.1.17""",59346
"""MZ685575""","""P.1.17""",59344
"""MZ453645""","""P.1.17""",59344
"""MZ172384""","""P.1.17""",58856
"""OM105150""","""P.1.17""",59326
"""MZ222461""","""P.1.17""",59332
"""MW914455""","""P.1.17""",59332
"""OK246901""","""P.1.17""",59326
"""OU222624""","""P.1.17""",59448
"""MZ182049""","""P.1.17""",59326
"""MZ257633""","""P.1.17""",59326
"""MW932228""","""P.1.17""",59332
"""OM898665""","""P.1.17""",59332
"""MZ723270""","""P.1.17""",59492
"""MZ697362""","""P.1.17""",59394
"""MZ494004""","""P.1.17""",58908
"""MZ328674""","""P.1.17""",59378
"""MZ449945""","""P.1.17""",58870
"""MZ007085""","""P.1.17""",59390
"""MZ223346""","""P.1.17""",59336
"""MZ072143""","""P.1.17""",59378
"""MW913110""","""P.1.17""",59378
"""MZ264925""","""P.1.17""",59378
"""OK243100""","""P.1.17""",59654
"""MZ787471""","""P.1.17""",59378
"""MZ155359""","""P.1.17""",59378
"""MZ536330""","""P.1.17""",59378
"""MZ228739""","""P.1.17""",59322
"""MZ078074""","""P.1.17""",59386
"""MZ432040""","""P.1.17""",59386
"""OU219926""","""P.1.17""",59454
"""MZ532145""","""P.1.17""",59388
"""OU237361""","""P.1.17""",58648
"""MZ985601""","""P.1.17""",59236
"""MZ597830""","""P.1.17""",59010
"""MZ850970""","""P.1.17""",59448
"""MZ240477""","""P.1.17""",59448
"""OU221375""","""P.1.17""",59418
"""MZ513888""","""P.1.17""",59448
"""OM897684""","""P.1.17""",59448
"""MZ269740""","""P.1.17""",59448
"""MZ099863""","""P.1.17""",59430
"""MZ160316""","""P.1.17""",59448
"""MZ413499""","""P.1.17""",59608
"""OM434689""","""P.1.17""",59626
"""OK339638""","""P.1.17""",59608
"""MZ003890""","""P.1.17""",59608
"""MZ083127""","""P.1.17""",57174
"""MZ412105""","""P.1.17""",59448
"""MZ158502""","""P.1.17""",59448
"""MW945332""","""P.1.17""",59448
"""MZ978320""","""P.1.17""",59448
"""OK027303""","""P.1.17""",59546
"""MZ154661""","""P.1.17""",59218
"""MZ158360""","""P.1.17""",59700
"""MZ033672""","""P.1.17""",59696
"""MW990284""","""P.1.17""",59696
"""MZ388398""","""P.1.17""",59696
"""MZ367961""","""P.1.17""",59700
"""MZ578967""","""P.1.17""",59454
"""MZ747265""","""P.1.17""",58970
"""MZ388034""","""P.1.17""",59726
"""MZ068389""","""P.1.17""",59440
"""MZ554849""","""P.1.17""",59678
"""MZ394444""","""P.1.17""",59704
"""MZ171569""","""P.1.17""",59448
"""MZ696518""","""P.1.17""",59448
"""MZ009504""","""P.1.17""",59448
"""MZ536365""","""P.1.17""",59448
"""MZ033061""","""P.1.17""",59448
"""MW910899""","""P.1.17""",58282
"""MZ394364""","""P.1.17""",59448
"""MZ702228""","""P.1.17""",59448
"""MZ699672""","""P.1.17""",58860
"""OM148678""","""P.1.17""",59448
"""MZ467878""","""P.1.17""",59196
"""OL544132""","""P.1.17""",59328
"""MZ452011""","""P.1.17""",59454
"""MZ058132""","""P.1.17""",59010
"""MZ033458""","""P.1.17""",59592
"""OM898738""","""P.1.17""",59382
"""MZ328600""","""P.1.17""",59448
"""MZ717107""","""P.1.17""",59448
"""OM897860""","""P.1.17""",59448
"""OK154176""","""P.1.17""",59448
"""MZ281998""","""P.1.17""",59454
"""MZ320483""","""P.1.17""",59454
"""MZ784740""","""P.1.17""",59510
"""MZ620435""","""P.1.17""",59262
"""MZ513770""","""P.1.17""",59482
"""MZ056147""","""P.1.17""",59486
"""MZ894409""","""P.1.17""",59530
"""MZ223168""","""P.1.17""",58752
"""MZ238189""","""P.1.17""",59010
"""MZ021027""","""P.1.17""",58470
"""MZ478009""","""P.1.17""",59454
"""MZ207731""","""P.1.17""",59448
"""MZ992073""","""P.1.17""",59488
"""MW992013""","""P.1.17""",59504
"""MZ388044""","""P.1.17""",59492
"""MW911076""","""P.1.17""",59514
"""MZ385839""","""P.1.17""",59696
"""MZ597785""","""P.1.17""",59700
"""MZ592680""","""P.1.17""",59448
"""MW992117""","""P.1.17""",59448
"""OL543937""","""P.1.17""",59448
"""MZ232993""","""P.1.17""",59448
"""MZ023036""","""P.1.17""",59448
"""OL309390""","""P.1.17""",59448
"""MZ033441""","""P.1.17""",59448
"""MZ411900""","""P.1.17""",59378
"""MZ236543""","""P.1.17""",59378
"""MZ769697""","""P.1.17""",58906
"""MZ127333""","""P.1.17""",59378
"""MZ685635""","""P.1.17""",59390
"""MZ451977""","""P.1.17""",59378
"""MZ278018""","""P.1.17""",59494
"""MZ685721""","""P.1.17""",59494
"""MW991689""","""P.1.17""",59372
"""MZ492673""","""P.1.17""",59332
"""MZ477061""","""P.1.17""",59344
"""MZ368519""","""P.1.17""",59326
"""MZ153025""","""P.1.17""",59332
"""MZ613502""","""P.1.17""",59326
"""MZ492835""","""P.1.17""",59332
"""MZ077207""","""P.1.17""",59326
"""MZ240078""","""P.1.17""",59326
"""MZ709168""","""P.1.17""",59448
"""MZ685090""","""P.1.17""",59448
"""MZ222549""","""P.1.17""",59448
"""OM898685""","""P.1.17""",59448
"""MZ414746""","""P.1.17""",59448
"""OU291870""","""P.1.17""",59448
"""MZ055397""","""P.1.17""",59448
"""MZ414820""","""P.1.17""",59370
"""OL847757""","""P.1.17""",59230
"""MZ240715""","""P.1.17""",59452
"""MZ532420""","""P.1.17""",59452
"""MZ186860""","""P.1.17""",59260
"""MZ453644""","""P.1.17""",58830
"""MZ713926""","""P.1.17""",59440
"""MZ319502""","""P.1.17""",59732
"""MZ581225""","""P.1.17""",58758
"""MZ232248""","""P.1.17""",59700
"""MZ287774""","""P.1.17""",59696
"""MZ372883""","""P.1.17""",59638
"""OM433513""","""P.1.17""",59696
"""MZ269811""","""P.1.17""",59448
"""MZ769973""","""P.1.17""",59448
"""OM898668""","""P.1.17""",59448
"""MZ367941""","""P.1.17""",59448
"""OL580425""","""P.1.17""",59448
"""MZ850969""","""P.1.17""",59590
"""MZ702220""","""P.1.17""",59448
"""MZ171983""","""P.1.17""",59418
"""OK221647""","""AY.37""",58764
"""OK234219""","""AY.37""",59386
"""ON435278""","""AY.37""",59456
"""OK222205""","""AY.37""",59452
"""OK013238""","""AY.37""",59424
"""OL737218""","""AY.37""",59448
"""OK305270""","""AY.37""",59448
"""OK026446""","""AY.37""",59448
"""OL320423""","""AY.37""",59448
"""MZ785242""","""AY.37""",59448
"""MZ897757""","""AY.37""",58918
"""OL239987""","""AY.37""",59550
"""OK501766""","""AY.37""",59696
"""OK026428""","""AY.37""",59700
"""MZ938818""","""AY.37""",59580
"""OL822150""","""AY.37""",59448
"""OK307551""","""AY.37""",59448
"""MZ904694""","""AY.37""",59302
"""OM636309""","""AY.37""",59302
"""OK499074""","""AY.37""",59448
"""OK463126""","""AY.37""",59700
"""MZ837750""","""AY.37""",59448
"""OL802170""","""AY.37""",58548
"""OK573765""","""AY.37""",58666
"""OK462220""","""AY.37""",59390
"""OU936477""","""AY.37""",58896
"""ON442862""","""AY.37""",59454
"""OK061756""","""AY.37""",59262
"""OK034780""","""AY.37""",59442
"""OK602138""","""AY.37""",59326
"""ON266250""","""AY.37""",59448
"""ON185937""","""AY.37""",59448
"""OK194965""","""AY.37""",59448
"""OL523605""","""AY.37""",59448
"""OL345339""","""AY.37""",59448
"""MZ731996""","""AY.37""",59448
"""OK408229""","""AY.37""",59448
"""OK000365""","""AY.37""",59448
"""OK066647""","""AY.37""",59466
"""MZ797216""","""AY.37""",59374
"""OK404231""","""AY.37""",59448
"""MZ581256""","""AY.37""",59700
"""OK381301""","""AY.37""",59448
"""OK200263""","""AY.37""",59448
"""OK106772""","""AY.37""",59448
"""OK520837""","""AY.37""",59448
"""OK595109""","""AY.37""",59448
"""OK433869""","""AY.37""",59448
"""MZ744755""","""AY.37""",59454
"""OK607788""","""AY.37""",59322
"""MZ898809""","""AY.37""",59454
"""MZ855971""","""AY.37""",58952
"""OL983408""","""AY.37""",59454
"""ON185983""","""AY.37""",59260
"""OK352370""","""AY.37""",58930
"""OK578658""","""AY.37""",59302
"""OK535276""","""AY.37""",59422
"""OL609175""","""AY.37""",59422
"""OK427369""","""AY.37""",59448
"""MZ491287""","""AY.37""",59500
"""MZ744040""","""AY.37""",59236
"""OM636479""","""AY.37""",59452
"""ON199080""","""AY.37""",59452
"""OK034809""","""AY.37""",59700
"""OK279045""","""AY.37""",59614
"""MZ940626""","""AY.37""",59424
"""OM153518""","""AY.37""",59498
"""OV832574""","""AY.37""",59480
"""OL915598""","""AY.37""",59592
"""OL533777""","""AY.37""",58860
"""OK434924""","""AY.37""",59510
"""OL684105""","""AY.37""",59302
"""OL329615""","""AY.37""",59352
"""OK275790""","""AY.37""",59500
"""OL402110""","""AY.37""",58974
"""MZ785019""","""AY.37""",59448
"""OK390648""","""AY.37""",59448
"""OK054647""","""AY.37""",59448
"""OK569194""","""AY.37""",59448
"""MZ621462""","""AY.37""",59698
"""OK352459""","""AY.37""",59362
"""OL737434""","""AY.37""",58860
"""OL570801""","""AY.37""",59448
"""MZ985106""","""AY.37""",59666
"""OK175258""","""AY.37""",59302
"""OL416746""","""AY.37""",59302
"""OL384822""","""AY.37""",59302
"""OM142962""","""AY.37""",59302
"""OK544929""","""AY.37""",59302
"""OK024445""","""AY.37""",59448
"""MZ861723""","""AY.37""",58860
"""OK484954""","""AY.37""",59448
"""OK096797""","""AY.37""",59448
"""MZ611871""","""AY.37""",59448
"""OK138478""","""AY.37""",59448
"""OK176380""","""AY.37""",59448
"""OK620732""","""AY.37""",59448
"""OK176323""","""AY.37""",59448
"""MZ565741""","""AY.37""",59690
"""OK056613""","""AY.37""",59700
"""OL239129""","""AY.37""",59452
"""OK088950""","""AY.37""",58300
"""OK248302""","""AY.37""",59090
"""OK241002""","""AY.37""",59448
"""OK579412""","""AY.37""",59498
"""OK114376""","""AY.37""",59700
"""OK154877""","""AY.37""",59700
"""OK013153""","""AY.37""",59368
"""MZ993711""","""AY.37""",59448
"""MZ938079""","""AY.37""",59010
"""OK285578""","""AY.37""",59448
"""OK302357""","""AY.37""",59448
"""OK436786""","""AY.37""",59424
"""OK256550""","""AY.37""",59448
"""OK202683""","""AY.37""",58860
"""OL609592""","""AY.37""",58860
"""MZ860680""","""AY.37""",59412
"""MZ933617""","""AY.37""",59654
"""ON856046""","""AY.37""",59700
"""OK040877""","""AY.37""",59448
"""OK450054""","""AY.37""",59700
"""OL326979""","""AY.37""",58764
"""OK199689""","""AY.37""",59452
"""OK023086""","""AY.37""",59452
"""MZ801619""","""AY.37""",59454
"""OK176807""","""AY.37""",59458
"""OL610490""","""AY.37""",58882
"""OK434910""","""AY.37""",59700
"""OL427236""","""AY.37""",59526
"""OL527338""","""AY.37""",59518
"""OU736713""","""AY.37""",59448
"""MZ999316""","""AY.37""",58830
"""OK355671""","""AY.37""",59504
"""OL922806""","""AY.37""",59448
"""OK404639""","""AY.37""",59448
"""MZ797845""","""AY.37""",59544
"""ON277426""","""AY.37""",59448
"""OK305493""","""AY.37""",59448
"""OL504236""","""AY.37""",59448
"""ON435129""","""AY.37""",59448
"""OM040598""","""AY.37""",59448
"""OL419689""","""AY.37""",59448
"""ON439493""","""AY.37""",59448
"""MZ730840""","""AY.37""",59448
"""OK212076""","""AY.37""",59626
"""MZ785200""","""AY.37""",59700
"""OK108768""","""AY.37""",59448
"""OL886962""","""AY.37""",59448
"""ON280897""","""AY.37""",59448
"""OK108591""","""AY.37""",59550
"""OK060544""","""AY.37""",59448
"""MZ987311""","""AY.37""",58860
"""OL307423""","""AY.37""",59448
"""MZ886565""","""AY.37""",58814
"""OK141829""","""AY.37""",59700
"""OL400371""","""AY.37""",59442
"""MZ892946""","""AY.37""",58590
"""OU532115""","""AY.37""",59452
"""OK490683""","""AY.37""",59322
"""OK177470""","""AY.37""",59534
"""OK619218""","""AY.37""",58912
"""OK412158""","""AY.37""",59322
"""MZ946683""","""AY.37""",59696
"""OK003278""","""AY.37""",59700
"""MZ882656""","""AY.37""",59448
"""OL337249""","""AY.37""",58830
"""OL565713""","""AY.37""",59328
"""OL610478""","""AY.37""",59388
"""MZ934291""","""AY.37""",59452
"""OL673296""","""AY.37""",59452
"""OL406129""","""AY.37""",59262
"""OK249620""","""AY.37""",59076
"""OK215710""","""AY.37""",59196
"""MZ987307""","""AY.37""",59196
"""OL520530""","""AY.37""",59010
"""ON438298""","""AY.37""",59436
"""OK177043""","""AY.37""",59302
"""OU934232""","""AY.37""",59290
"""MZ941313""","""AY.37""",59302
"""ON292094""","""AY.37""",59442
"""OK339133""","""AY.37""",59526
"""ON277416""","""AY.37""",59504
"""ON281693""","""AY.37""",59452
"""OK003227""","""AY.37""",58764
"""OK615544""","""AY.37""",59326
"""OV376255""","""AY.37""",59454
"""MZ654810""","""AY.37""",59010
"""MZ941700""","""AY.37""",59374
"""OK134160""","""AY.37""",59388
"""OL781309""","""AY.37""",59374
"""OK248627""","""AY.37""",59248
"""OM143544""","""AY.37""",59010
"""OK176378""","""AY.37""",59008
"""OK211409""","""AY.37""",59436
"""OK260260""","""AY.37""",59368
"""MZ934129""","""AY.37""",59688
"""OL428890""","""AY.37""",59448
"""MZ854804""","""AY.37""",59442
"""OK179255""","""AY.37""",59448
"""OK292783""","""AY.37""",59448
"""OK631401""","""AY.37""",59456
"""OK088461""","""AY.37""",59538
"""OL480421""","""AY.37""",59528
"""OL890491""","""AY.37""",59442
"""OW342986""","""AY.37""",59448
"""OK061735""","""AY.37""",59448
"""OK034086""","""AY.37""",59484
"""MZ785234""","""AY.37""",59024
"""MZ953126""","""AY.37""",59486
"""OK015513""","""AY.37""",58802
"""ON434779""","""AY.37""",59250
"""OK003827""","""AY.37""",59492
"""OL482773""","""AY.37""",59534
"""OK620812""","""AY.37""",59326
"""MZ965448""","""AY.37""",59442
"""OK226102""","""AY.37""",58596
"""OK353123""","""AY.37""",59374
"""OK409986""","""AY.37""",59454
"""MZ991899""","""AY.37""",59684
"""OK612579""","""AY.37""",59448
"""OK222198""","""AY.37""",59546
"""OL567517""","""AY.37""",59436
"""OK099950""","""AY.37""",59368
"""OL399246""","""AY.37""",59436
"""OK140837""","""AY.37""",59448
"""OK163927""","""AY.37""",59440
"""OL511839""","""AY.37""",59448
"""OL729443""","""AY.37""",59448
"""OL324501""","""AY.37""",59528
"""OK026386""","""AY.37""",59624
"""OK404960""","""AY.37""",59448
"""OV323852""","""AY.37""",59498
"""ON893162""","""AY.37""",59516
"""OK370469""","""AY.37""",58790
"""MZ899187""","""AY.37""",59436
"""OL784577""","""AY.37""",59376
"""MZ764387""","""AY.37""",58816
"""MZ948362""","""AY.37""",58802
"""OK114404""","""AY.37""",59430
"""OL622446""","""AY.37""",59440
"""OL949925""","""AY.37""",59526
"""OK518197""","""AY.37""",59498
"""OK236482""","""AY.37""",59488
"""OL350470""","""AY.37""",59488
"""OK141239""","""AY.37""",58830
"""OK209122""","""AY.37""",59448
"""OK212700""","""AY.37""",59688
"""OK155023""","""AY.37""",59436
"""OK175370""","""AY.37""",59448
"""MZ987306""","""AY.37""",59448
"""MZ655175""","""AY.37""",59448
"""MZ999410""","""AY.37""",57498
"""MZ650718""","""AY.37""",59374
"""OK260336""","""AY.37""",59250
"""MZ861724""","""AY.37""",59488
"""ON441307""","""AY.37""",59334
"""OK268994""","""AY.37""",59332
"""OK352903""","""AY.37""",58748
"""OK525207""","""AY.37""",59684
"""MZ948385""","""AY.37""",58808
"""OK319594""","""AY.37""",59240
"""MZ778027""","""AY.37""",59008
"""ON291235""","""AY.37""",58752
"""OL599573""","""AY.37""",59498
"""OK283827""","""AY.37""",59512
"""OL799860""","""AY.37""",59016
"""MZ986587""","""AY.37""",59010
"""OK567319""","""AY.37""",59688
"""MZ977853""","""AY.37""",59688
"""OL570213""","""AY.37""",59678
"""OK522852""","""AY.37""",59662
"""MZ837339""","""AY.37""",59490
"""MZ939211""","""AY.37""",59302
"""OK645497""","""AY.37""",59302
"""OK069046""","""AY.37""",59010
"""MZ694273""","""AY.37""",59314
"""OK442069""","""AY.37""",59316
"""OK173865""","""AY.37""",59248
"""OL384177""","""AY.37""",59374
"""MZ745294""","""AY.37""",59440
"""OK276286""","""AY.37""",59542
"""OK353471""","""AY.37""",59436
"""OK449845""","""AY.37""",59436
"""OL318168""","""AY.37""",59436
"""MZ948310""","""AY.37""",59684
"""MZ939282""","""AY.37""",59002
"""OK337326""","""AY.37""",59008
"""OW334744""","""AY.37""",59440
"""OK265747""","""AY.37""",59014
"""MZ732065""","""AY.37""",58752
"""OK320772""","""AY.37""",59314
"""OL390842""","""AY.37""",59438
"""OK618051""","""AY.37""",59688
"""OM036469""","""AY.37""",59688
"""OK088847""","""AY.37""",59700
"""MZ965303""","""AY.37""",59374
"""OK098790""","""AY.37""",59442
"""OK349379""","""AY.37""",59376
"""MZ950202""","""AY.37""",59448
"""OK405993""","""AY.37""",59530
"""MZ830689""","""AY.37""",59314
"""OM147555""","""AY.37""",59488
"""OK427430""","""AY.37""",58900
"""OM506734""","""AY.37""",59436
"""OK119824""","""AY.37""",58814
"""OK293271""","""AY.37""",59400
"""OK364644""","""AY.37""",59498
"""MZ858691""","""AY.37""",59484
"""OL406522""","""AY.37""",59436
"""OK018714""","""AY.37""",59436
"""OM007195""","""AY.37""",59436
"""OK279425""","""AY.37""",59488
"""MZ696998""","""AY.37""",59688
"""OK579599""","""AY.37""",59314
"""OL876457""","""AY.37""",59374
"""OK034886""","""AY.37""",59440
"""OK285596""","""AY.37""",59374
"""MZ878361""","""AY.37""",59248
"""OK100638""","""AY.37""",59440
"""OL464135""","""AY.37""",59422
"""MZ730632""","""AY.37""",59440
"""OK603127""","""AY.37""",59250
"""OK158064""","""AY.37""",59374
"""OK628749""","""AY.37""",59290
"""MZ933844""","""AY.37""",59436
"""MZ939248""","""AY.37""",59436
"""OL574377""","""AY.37""",59436
"""OK278788""","""AY.37""",59688
"""OK379351""","""AY.37""",59688
"""MZ939279""","""AY.37""",59688
"""OK602527""","""AY.37""",59436
"""MZ716260""","""AY.37""",59436
"""OK088532""","""AY.37""",59438
"""OL523303""","""AY.37""",59436
"""OK066542""","""AY.37""",59436
"""OK012690""","""AY.37""",59040
"""OK164871""","""AY.37""",58854
"""OK174054""","""AY.37""",59290
"""OK240565""","""AY.37""",58980
"""MZ942997""","""AY.37""",59688
"""MZ861770""","""AY.37""",59442
"""OL433023""","""AY.37""",59500
"""OL327709""","""AY.37""",59550
"""OK116908""","""AY.37""",58998
"""OL513219""","""AY.37""",59440
"""OK352382""","""AY.37""",58818
"""OK408102""","""AY.37""",59440
"""OL753025""","""AY.37""",58884
"""OK363433""","""AY.37""",59440
"""OK060696""","""AY.37""",58752
"""MZ415418""","""AY.37""",59436
"""OK487468""","""AY.37""",59436
"""OK611253""","""AY.37""",58848
"""MZ720285""","""AY.37""",59552
"""OK105528""","""AY.37""",58890
"""OU572761""","""AY.37""",59250
"""OK127580""","""AY.37""",58752
"""OK607306""","""AY.37""",58878
"""OV394468""","""AY.37""",59248
"""OK228215""","""AY.37""",58534
"""OK204927""","""AY.37""",59114
"""OK428099""","""AY.37""",59310
"""OK139172""","""AY.37""",59688
"""OL565480""","""AY.37""",59514
"""MZ785205""","""AY.37""",59476
"""MZ987436""","""AY.37""",59488
"""OL402600""","""AY.37""",59456
"""OK141278""","""AY.37""",59436
"""OK029866""","""AY.37""",59436
"""OK621200""","""AY.37""",59436
"""OK286969""","""AY.37""",59492
"""MZ860193""","""AY.37""",59494
"""OK266618""","""AY.37""",59500
"""MZ760739""","""AY.37""",59488
"""MZ592096""","""AY.37""",59500
"""OL733600""","""AY.37""",59510
"""MZ786105""","""AY.37""",59418
"""OM152594""","""AY.37""",59436
"""OK487416""","""AY.37""",59436
"""OM142937""","""AY.37""",59440
"""MZ860216""","""AY.37""",59436
"""OL880924""","""AY.37""",59436
"""OK246981""","""AY.37""",59436
"""OK664540""","""AY.37""",59436
"""OK003335""","""AY.37""",59436
"""OK203961""","""AY.37""",59226
"""OK270313""","""AY.37""",59440
"""OK089424""","""AY.37""",59440
"""MZ966078""","""AY.37""",59652
"""OL240867""","""AY.37""",59684
"""MZ989366""","""AY.37""",59686
"""OK321996""","""AY.37""",59688
"""OK113872""","""AY.37""",59436
"""OK402514""","""AY.37""",59436
"""OK373711""","""AY.37""",58240
"""MZ726902""","""AY.37""",59436
"""OU897121""","""AY.37""",59436
"""OK081016""","""AY.37""",59436
"""ON281439""","""AY.37""",59436
"""OK164455""","""AY.37""",59436
"""MZ958334""","""AY.37""",59436
"""OU905820""","""AY.37""",58998
"""MZ530614""","""AY.37""",59448
"""OK186253""","""AY.37""",59602
"""MZ714726""","""AY.37""",59436
"""OK388927""","""AY.37""",59290
"""MZ887942""","""AY.37""",59444
"""OK303184""","""AY.37""",59688
"""OL791237""","""AY.37""",59440
"""OL406175""","""AY.37""",59440
